"","Reference","Depth","Beg_end","Temperature","Conductivity","pH","Salinity","DissolvedO2","Flag"
"352","CKM1996111403",2.1,"B",15.5,NA,NA,30,NA,NA
"353","CKM1996111404",2,"B",16.7,NA,NA,25,NA,NA
"354","CKM1996111405",1,"B",16.7,NA,NA,20,NA,NA
"355","CKM1996111406",0.3,"B",18.3,NA,NA,12,NA,NA
"356","CKM1996111407",0.3,"B",17.8,NA,NA,19,NA,NA
"357","CKM1996111801",1.4,"B",16.5,NA,NA,28,NA,NA
"358","CKM1996111802",0.6,"B",17,NA,NA,27.5,NA,NA
"359","CKM1996111803",0.2,"B",19,NA,NA,22,NA,NA
"360","CKM1996111804",0.7,"B",18,NA,NA,28,NA,NA
"361","CKM1996111901",0.6,"B",18.8,NA,NA,24,NA,NA
"362","CKM1996111902",0.5,"B",20,NA,NA,5,NA,NA
"363","CKM1996111903",0.5,"B",20.2,NA,NA,6,NA,NA
"364","CKM1996111904",0.5,"B",20.1,NA,NA,7,NA,NA
"365","CKM1996112001",0.9,"B",20.4,NA,NA,24,NA,NA
"366","CKM1996112002",0.4,"B",20.6,NA,NA,19,NA,NA
"367","CKM1996112003",0.3,"B",20.6,NA,NA,12,NA,NA
"368","CKM1996112004",0.6,"B",20.6,NA,NA,16,NA,NA
"369","CKM1996112101",0.6,"B",20,NA,NA,24,NA,NA
"370","CKM1996112102",0.5,"B",19.4,NA,NA,25,NA,NA
"371","CKM1996112103",0.6,"B",21.1,NA,NA,24,NA,NA
"372","CKM1996112104",0.5,"B",22.4,NA,NA,24,NA,NA
"373","CKM1996120601",0.2,"B",16.5,48.6,8,31.7,8.1,NA
"374","CKM1996120601",3.4,"B",16.5,48.6,8,31.7,7.9,NA
"375","CKM1996120602",0.2,"B",16.7,49.4,8.1,32.3,8.3,NA
"376","CKM1996120602",5.4,"B",16.8,50.2,8.1,32.9,7.5,NA
"377","CKM1996120603",0.2,"B",16.2,48.4,8.1,31.6,8.5,NA
"378","CKM1996120603",5.2,"B",16.8,49.9,8.1,32.8,7.5,NA
"379","CKM1996120604",0.2,"B",16.6,47.5,8.1,31,8.5,NA
"380","CKM1996120604",4.9,"B",16.9,49.8,8.1,32.4,7.3,NA
"381","CKM1996120605",0.2,"B",17.4,49.3,8.1,32.2,7.8,NA
"382","CKM1996120605",5.2,"B",16.6,49.6,8.1,32.3,7.9,NA
"383","CKM1996120606",0.2,"B",16.6,47.3,8.2,30.7,8.4,NA
"384","CKM1996120606",4.5,"B",16.3,48.1,8.2,31.3,8.2,NA
"385","CKM1996120607",0.2,"B",17.6,40.1,8.1,25.6,8.6,NA
"386","CKM1996120607",2.5,"B",16.5,45.4,8.2,29.4,8.5,NA
"387","CKM1996120608",0.2,"B",17.1,47,8.2,30.5,8.4,NA
"388","CKM1996120608",3.9,"B",16.4,47.5,8.2,30.9,8.4,NA
"389","CKM1996120609",0.2,"B",17.3,45.8,8.2,29.7,9,NA
"390","CKM1996120609",3,"B",16.6,47.7,8.1,31,8.1,NA
"391","CKM1996120610",0.2,"B",17,47.3,8.2,30.8,8.4,NA
"392","CKM1996120610",4.6,"B",17,47.6,8.2,31.1,8.2,NA
"393","CKM1996120611",0.2,"B",17.4,47.2,8.2,30.7,8.9,NA
"394","CKM1996120611",3.6,"B",17.2,47.7,8.2,31.1,8.5,NA
"395","CKM1996120612",0.2,"B",17.7,47.2,8.2,30.8,9.3,NA
"396","CKM1996120612",2.8,"B",17.1,48.5,8.2,31.6,8.8,NA
"397","CKM1996120901",0.3,"B",14.3,46.5,8.3,30.1,9,NA
"398","CKM1996120902",0.4,"B",14.1,43,7.9,27.7,8.6,NA
"399","CKM1996120903",0.2,"B",14,42.2,7.9,27.1,8.4,NA
"400","CKM1996120903",1.6,"B",14,42.3,7.9,27.1,8.3,NA
"401","CKM1996120904",0.2,"B",14.6,43.7,8,28.1,9,NA
"402","CKM1996120904",2.4,"B",14.6,43.7,8,28.1,8.7,NA
"403","CKM1996120905",0.2,"B",15.1,44.7,8.1,28.9,9.5,NA
"404","CKM1996120905",2.5,"B",15.1,44.9,8.1,29,8.9,NA
"405","CKM1996120906",0.2,"B",14.4,44,8,28.4,9,NA
"406","CKM1996120906",2.8,"B",14.3,44.1,8,28.5,8.6,NA
"407","CKM1996120907",0.3,"B",13.9,32,8,19.8,10.5,NA
"408","CKM1996120908",0.2,"B",14.4,29.3,8,18,10.1,NA
"409","CKM1996120908",3.1,"B",13.9,33,8,20.4,8.9,NA
"410","CKM1996120909",0.3,"B",15,40.8,8.1,26.1,10.3,NA
"411","CKM1996121001",0.2,"B",14,29.5,7.7,18.1,8.7,NA
"412","CKM1996121002",0.5,"B",15.6,20.9,7.8,12.3,9.7,NA
"413","CKM1996121003",0.3,"B",15.3,27.7,8,16.9,9.6,NA
"414","CKM1996121004",0.4,"B",15.4,24.4,8,14.6,9.4,NA
"415","CKM1996121201",0.3,"B",16.6,4.7,7.2,2.1,8.9,NA
"416","CKM1996121202",0.6,"B",14.8,41.1,8,26.3,9.7,NA
"417","CKM1996121203",0.2,"B",15.1,42.8,8,27.3,9.2,NA
"418","CKM1996121203",3.1,"B",14.9,42.8,8,27.5,8.3,NA
"419","CKM1996121204",0.2,"B",15.1,36.6,8,23.2,9.6,NA
"420","CKM1996121204",2.1,"B",14.9,36.6,8,23.2,9.1,NA
"421","CKM1996121205",0.3,"B",16.1,25.6,7.9,15.5,10.4,NA
"422","CKM1996121206",0.5,"B",16.6,12.7,7.8,7,9.9,NA
"423","CKM1996121207",0.4,"B",17.1,13.2,7.9,7.4,9.5,NA
"424","CKM1996121208",0.6,"B",16,31.4,8,19.4,9.4,NA
"425","CKM1996121209",0.5,"B",16.7,23.6,7.9,14,10.1,NA
"426","CKM1996121210",0.2,"B",15.9,43.8,8.1,28.3,8.6,NA
"427","CKM1996121210",3.4,"B",15.8,44.3,8.2,28.6,8.4,NA
"428","CKM1996121301",0.3,"B",17.2,45.2,7.6,29.3,9.1,NA
"429","CKM1996121302",0.3,"B",17.2,45.2,8,29.3,9.1,NA
"430","CKM1996121303",0.5,"B",21.5,36.1,6.8,22.7,9.2,NA
"431","CKM1996121304",0.2,"B",22.5,40.1,7.1,25.8,6.5,NA
"432","CKM1996121701",0.8,"B",16.6,36.4,7,23,8.6,NA
"433","CKM1996121702",0.5,"B",16.2,33.6,6.4,20.9,7.8,NA
"434","CKM1996121703",0.6,"B",16.2,33.6,6.4,20.9,7.8,NA
"435","CKM1996121704",0.6,"B",16.7,24.9,6.6,15,7.9,NA
"436","CKM1996121705",0.6,"B",16.8,23.3,7.2,13.8,8.3,NA
"437","CKM1997010601",0.5,"B",18.6,46.9,7.8,30.6,7.2,NA
"438","CKM1997010602",0.2,"B",18.2,47.1,7.8,30.8,7.7,NA
"439","CKM1997010602",3.4,"B",18.2,47.1,7.8,30.9,7.3,NA
"440","CKM1997010603",0.2,"B",17.3,48.9,7.8,32,7.9,NA
"441","CKM1997010603",4.9,"B",17.2,48.9,7.8,32,7.6,NA
"442","CKM1997010604",0.2,"B",17.2,50.2,7.8,33,8.3,NA
"443","CKM1997010604",3.6,"B",17.1,50.2,7.8,33.1,7.6,NA
"444","CKM1997010605",0.2,"B",17,51.3,7.8,33.6,8.2,NA
"445","CKM1997010605",5.2,"B",16.8,51.5,7.8,33.7,7.8,NA
"446","CKM1997010606",0.2,"B",17.7,51.5,7.8,33.9,8.2,NA
"447","CKM1997010606",3.3,"B",17.5,51.8,7.8,34,7.7,NA
"448","CKM1997010607",0.2,"B",17.6,51.8,7.8,34.1,8,NA
"449","CKM1997010607",4,"B",17.3,51.9,7.8,34.3,7.7,NA
"450","CKM1997010701",0.3,"B",19.9,44.6,7.7,28.9,7.3,NA
"451","CKM1997010702",0.5,"B",19.5,46.7,7.8,30.4,7,NA
"452","CKM1997010703",0.2,"B",19.5,48,7.8,31.3,7.3,NA
"453","CKM1997010703",3.6,"B",19.2,48.6,7.8,31.6,7,NA
"454","CKM1997010704",0.2,"B",18.6,49.3,7.9,32.5,8,NA
"455","CKM1997010704",2.7,"B",18.6,49.6,7.9,32.5,7.3,NA
"456","CKM1997010705",0.2,"B",17.8,51.3,7.9,33.8,7.8,NA
"457","CKM1997010705",4.6,"B",17.8,51.4,7.9,33.8,7.6,NA
"458","CKM1997010706",0.2,"B",17.2,52.7,7.9,34.8,7.8,NA
"459","CKM1997010706",5.9,"B",17.2,52.8,7.9,34.9,7.7,NA
"460","CKM1997010707",0.2,"B",18.5,50,7.9,32.8,7.9,NA
"461","CKM1997010707",1.6,"B",18.5,50,7.9,32.8,7.7,NA
"462","CKM1997010708",0.2,"B",21.3,46.5,7.7,30.4,7.5,NA
"463","CKM1997010709",0.2,"B",20.2,47.1,7.9,30.9,7.8,NA
"464","CKM1997010709",3.1,"B",19.5,47.9,7.9,31.4,7.3,NA
"465","CKM1997010710",0.3,"B",21.2,46.8,8,30.4,8.8,NA
"466","CKM1997010711",0.2,"B",20.2,44.8,8,29.1,8,NA
"467","CKM1997010711",2.8,"B",20.1,45.6,7.9,29.5,7.6,NA
"468","CKM1997011401",0.2,"B",11.8,49.2,7.8,32.2,8.8,NA
"469","CKM1997011402",0.4,"B",11.8,42.2,7.9,27.1,9.8,NA
"470","CKM1997011403",0.4,"B",10.9,37,7.9,23.4,10,NA
"471","CKM1997011404",0.2,"B",12.9,36,8.2,23,12.4,NA
"472","CKM1997011405",0.5,"B",16.3,2.5,8,1.3,9.5,NA
"473","CKM1997011406",0.3,"B",13.9,31.6,7.9,19.5,9.6,NA
"474","CKM1997011407",0.3,"B",16.6,34.8,8.3,21.8,7.8,NA
"475","CKM1997011501",0.4,"B",12.5,46.3,7.6,30,8.9,NA
"476","CKM1997011502",0.4,"B",12.9,44.6,8,28.9,9,NA
"477","CKM1997011503",0.3,"B",14.8,46,8.1,29.9,10.6,NA
"478","CKM1997011504",0.6,"B",14.2,41.7,8,26.8,9.6,NA
"479","CKM1997011601",0.5,"B",15.7,34.5,7.7,21.7,6.9,NA
"480","CKM1997011602",0.3,"B",15.3,37.9,8,24,8.1,NA
"481","CKM1997012401",0.6,"B",13.2,29.2,7.8,18,8.6,NA
"482","CKM1997012402",0.6,"B",13.2,39.7,7.9,24.5,8.5,NA
"483","CKM1997012403",0.2,"B",13.7,37.9,8,24.2,9,NA
"484","CKM1997012403",3,"B",12.4,48,8,31.3,8.8,NA
"485","CKM1997012404",0.3,"B",15.9,23.9,7.7,14.4,8.7,NA
"486","CKM1997012405",0.8,"B",16.6,23.6,7.6,14.2,8.3,NA
"487","CKM1997012406",1,"B",14.8,1.6,7.7,0.9,8.7,NA
"488","CKM1997012407",0.5,"B",16.5,9.9,7.7,5.6,8.4,NA
"489","CKM1997012801",0.2,"B",15,37.7,8,24,9,NA
"490","CKM1997012801",2.2,"B",14.4,39.5,8,25.3,9,NA
"491","CKM1997012802",0.2,"B",16.6,34.1,8.1,21.4,9.8,NA
"492","CKM1997012802",2.2,"B",14.7,36.6,8,23.4,9.1,NA
"493","CKM1997012803",0.2,"B",17.6,23.8,7.8,14.5,8.1,NA
"494","CKM1997012803",2.2,"B",13.6,45.9,8,29.7,7.5,NA
"495","CKM1997012804",0.2,"B",16.9,34.5,8,22,8.8,NA
"496","CKM1997012804",4.2,"B",13.4,49.8,8.1,32.7,8.2,NA
"497","CKM1997012805",0.2,"B",19.3,16.7,7.7,9.8,8.3,NA
"498","CKM1997012805",2.4,"B",14.5,40.8,8,26.1,8,NA
"499","CKM1997012806",0.2,"B",16.5,39.6,8.4,25.3,9.8,NA
"500","CKM1997012806",2.1,"B",16.4,39.7,8.4,25.4,9.7,NA
"501","CKM1997020501",0.2,"B",17.9,40.5,7.6,25.8,8.3,NA
"502","CKM1997020501",2.4,"B",17.9,40.6,7.6,26,8,NA
"503","CKM1997020502",0.2,"B",17.7,44.1,7.6,28.5,8.5,NA
"504","CKM1997020502",2.8,"B",17.6,44.1,7.6,28.5,8.2,NA
"505","CKM1997020503",0.2,"B",16.9,49.2,7.5,32.2,8.6,NA
"506","CKM1997020503",5.9,"B",16.8,49.3,7.6,32.2,8.1,NA
"507","CKM1997020504",0.2,"B",17.2,49.1,7.6,32.1,8.5,NA
"508","CKM1997020504",3.9,"B",17,49.3,7.6,32.3,8.2,NA
"509","CKM1997020505",0.2,"B",17.6,48.8,7.6,31.8,8.4,NA
"510","CKM1997020505",4.9,"B",17.2,49,7.6,32,8.1,NA
"511","CKM1997020506",0.2,"B",16.9,52.1,7.6,34.3,8.7,NA
"512","CKM1997020506",5.1,"B",16.6,52.2,7.6,34.4,8.4,NA
"513","CKM1997020507",0.2,"B",16.8,52,7.6,34.1,8.8,NA
"514","CKM1997020507",6.2,"B",16.5,52.5,7.6,34.6,8.6,NA
"515","CKM1997020508",0.2,"B",17.6,51.5,7.6,34.3,8.2,NA
"516","CKM1997020508",6.3,"B",15.9,52.9,7.6,34.9,8.3,NA
"517","CKM1997020601",0.3,"B",16.8,48.8,8.1,31.2,7.5,NA
"518","CKM1997020602",0.4,"B",16.5,46.3,8.2,30.1,8,NA
"519","CKM1997020603",0.4,"B",17.3,47.2,8.2,30.9,7.5,NA
"520","CKM1997020604",0.2,"B",17.9,47.8,8.2,31.1,7.8,NA
"521","CKM1997020604",3.9,"B",17.9,47.8,8.2,31.1,7.4,NA
"522","CKM1997020605",0.2,"B",18.2,47.8,8.1,31.1,7.7,NA
"523","CKM1997020605",2.5,"B",18.1,47.8,8.1,31.3,7.6,NA
"524","CKM1997020606",0.6,"B",19.4,45.1,8.1,29.3,8.1,NA
"525","CKM1997020607",0.4,"B",19.9,49.1,8.3,31.9,9.6,NA
"526","CKM1997020608",0.3,"B",19.2,47.9,8.3,31.3,8.7,NA
"527","CKM1997021001",0.3,"B",15.6,22.2,7.7,13.3,8.4,NA
"528","CKM1997021002",0.5,"B",15.6,22.7,7.9,13.5,8.1,NA
"529","CKM1997021003",0.6,"B",16.3,45,8.1,29.1,7.1,NA
"530","CKM1997021004",0.4,"B",15.9,27.6,7.9,17,7.6,NA
"531","CKM1997021005",0.2,"B",15.9,39.8,8.1,24.5,9.1,NA
"532","CKM1997021005",3.7,"B",16.2,49.1,8.1,32.2,7.6,NA
"533","CKM1997021006",0.2,"B",16,40.9,8.1,26.2,8.1,NA
"534","CKM1997021006",3.9,"B",16.3,48.4,8.1,31.7,7.5,NA
"535","CKM1997021007",0.3,"B",16.4,5.6,7.8,3,7.6,NA
"536","CKM1997021008",0.2,"B",16.4,5.5,7.6,2.9,7.7,NA
"537","CKM1997021008",2.7,"B",16.4,5.8,7.6,3.2,7.6,NA
"538","CKM1997021401",0.4,"B",17.6,24.1,7.5,14.5,6.5,NA
"539","CKM1997021402",0.9,"B",17.2,1.2,7.7,0.6,7.6,NA
"540","CKM1997021403",0.5,"B",17.7,9.6,7.7,5.3,7.9,NA
"541","CKM1997021404",0.6,"B",17.4,1.5,7.7,0.8,7.4,NA
"542","CKM1997021405",0.6,"B",18.8,7.7,7.8,4.3,8.2,NA
"543","CKM1997021406",0.5,"B",NA,NA,NA,5,NA,NA
"544","CKM1997021701",0.2,"B",14.1,38,7.3,23.9,9.5,NA
"545","CKM1997021701",2.2,"B",14.2,39.8,7.4,25.4,9.3,NA
"546","CKM1997021702",0.2,"B",16.8,1,7.3,0,9.6,NA
"547","CKM1997021703",0.3,"B",17.4,12.3,7.3,6.8,9,NA
"548","CKM1997021704",0.2,"B",17.1,28.1,7.5,17.2,9.7,NA
"549","CKM1997021704",2.6,"B",16.5,28.2,7.5,17.3,9.3,NA
"550","CKM1997021705",0.2,"B",16.4,41.7,7.5,26.8,9.7,NA
"551","CKM1997021705",4.3,"B",15.7,49.5,7.5,32.4,8.4,NA
"552","CKM1997021706",0.2,"B",15.9,44.7,7.5,28.8,9.4,NA
"553","CKM1997021706",4,"B",15.4,49.5,7.5,32.5,8.5,NA
"554","CKM1997021801",0.3,"B",15,47.6,7.5,31,8.6,NA
"555","CKM1997021802",0.4,"B",15.3,47.8,7.6,31.1,8.6,NA
"556","CKM1997021803",0.2,"B",15.6,42.9,7.5,27.8,9,NA
"557","CKM1997021803",3.3,"B",15.1,48.1,7.5,31.5,8.5,NA
"558","CKM1997021804",0.2,"B",16.2,49.7,7.5,32.5,8.9,NA
"559","CKM1997021804",5.1,"B",15.5,51,7.5,33.5,8.2,NA
"560","CKM1997021805",0.2,"B",16.1,42.2,7.6,27,9.2,NA
"561","CKM1997021805",1.9,"B",16,42.3,7.6,27.2,9.2,NA
"562","CKM1997022001",0.3,"B",20.1,40.4,7.5,25.8,8.7,NA
"563","CKM1997022002",0.3,"B",21,40.7,7.5,26,8.3,NA
"564","CKM1997022003",0.2,"B",20.4,44.6,7.6,28.7,9.4,NA
"565","CKM1997030501",0.6,"B",23.3,NA,8.1,32,7.2,NA
"566","CKM1997030502",0.7,"B",23.5,NA,8.2,32,8.2,NA
"567","CKM1997030503",0.2,"B",23.5,NA,8.2,32,8.2,NA
"568","CKM1997030503",2.5,"B",23.1,NA,8.2,NA,6.8,NA
"569","CKM1997030504",0.2,"B",23.3,NA,8.2,30,7.3,NA
"570","CKM1997030504",3.6,"B",23.3,NA,8.2,NA,6.9,NA
"571","CKM1997030505",0.2,"B",23.1,NA,8.2,31.5,7.5,NA
"572","CKM1997030505",3.1,"B",23,NA,8.2,NA,7.3,NA
"573","CKM1997030506",0.2,"B",23.5,NA,8.2,31,7,NA
"574","CKM1997030506",4.5,"B",22.2,NA,8.2,NA,6.9,NA
"575","CKM1997030507",0.2,"B",22.8,NA,8.2,32,7.3,NA
"576","CKM1997030507",5.7,"B",22,NA,8.2,NA,7,NA
"577","CKM1997030508",0.2,"B",22.4,NA,8.1,32,7.4,NA
"578","CKM1997030508",5.2,"B",21.9,NA,8.2,NA,7.1,NA
"579","CKM1997030509",0.2,"B",22.9,NA,8.1,32,7.5,NA
"580","CKM1997030509",6,"B",21.8,NA,8.2,NA,7.2,NA
"581","CKM1997030510",0.2,"B",22.8,NA,8.2,32,7.7,NA
"582","CKM1997030510",3.6,"B",22.8,NA,8.2,NA,7.2,NA
"583","CKM1997030601",0.4,"B",22.9,NA,8.2,32,7,NA
"584","CKM1997030602",0.4,"B",22.4,NA,8.2,31,7,NA
"585","CKM1997030603",0.2,"B",23,NA,8.2,32,6.7,NA
"586","CKM1997030603",3.9,"B",23,NA,8.2,NA,6.6,NA
"587","CKM1997030604",0.2,"B",23.2,NA,8.2,32,7,NA
"588","CKM1997030604",3.7,"B",23.1,NA,8.2,NA,6.6,NA
"589","CKM1997030605",0.6,"B",23.8,NA,8.2,32,6.9,NA
"590","CKM1997030606",0.3,"B",24.4,NA,8.2,30,7.5,NA
"591","CKM1997030607",0.4,"B",24.1,NA,8.2,29,7.3,NA
"592","CKM1997030608",0.2,"B",24,NA,8.3,31.5,7.2,NA
"593","CKM1997030608",3,"B",24,NA,8.3,NA,7.1,NA
"594","CKM1997031001",0.3,"B",21.2,NA,7.7,20,7.5,NA
"595","CKM1997031002",0.4,"B",21.1,NA,7.8,20,7.5,NA
"596","CKM1997031003",0.2,"B",21.4,NA,7.9,23,7.2,NA
"597","CKM1997031003",2.8,"B",21.1,NA,8,NA,6.7,NA
"598","CKM1997031004",0.2,"B",21.3,NA,8,24,7.2,NA
"599","CKM1997031004",2.8,"B",21.1,NA,8,NA,6.8,NA
"600","CKM1997031005",0.2,"B",21.2,NA,8,25,7.4,NA
"601","CKM1997031005",2.1,"B",21.2,NA,8,NA,7,NA
"602","CKM1997031006",0.2,"B",21.3,NA,8.1,32,7.9,NA
"603","CKM1997031006",4.2,"B",21.2,NA,8.1,NA,7.3,NA
"604","CKM1997031007",0.2,"B",21.2,NA,8.1,32,7.5,NA
"605","CKM1997031007",5.4,"B",21,NA,8.1,NA,7.2,NA
"606","CKM1997031008",0.2,"B",21.6,NA,8.1,28,7.9,NA
"607","CKM1997031008",2.7,"B",21.5,NA,8.1,NA,7.6,NA
"608","CKM1997031009",0.2,"B",21.3,NA,8.1,29,7.8,NA
"609","CKM1997031009",4.2,"B",20.4,NA,8.1,NA,7.1,NA
"610","CKM1997031010",0.2,"B",22.7,NA,8,22,7.4,NA
"611","CKM1997031010",2.8,"B",21.9,NA,8.1,NA,7.1,NA
"612","CKM1997031011",0.2,"B",22.2,NA,8.1,32,7.8,NA
"613","CKM1997031011",4.3,"B",21.9,NA,8.1,NA,7.3,NA
"614","CKM1997031101",0.6,"B",22.9,NA,8.1,33,3.1,NA
"615","CKM1997031102",0.9,"B",23.7,NA,8.3,32,9,NA
"616","CKM1997031103",0.6,"B",23.2,NA,8.3,32,8.2,NA
"617","CKM1997031104",0.6,"B",24.6,NA,8.2,30,8.1,NA
"618","CKM1997031901",0.3,"B",21,NA,7.8,18,6.6,NA
"619","CKM1997031902",0.3,"B",21,NA,7.7,17,5.8,NA
"620","CKM1997031903",0.4,"B",21.7,NA,8,25,7.5,NA
"621","CKM1997031904",0.3,"B",22.4,NA,8,21,7.6,NA
"622","CKM1997031905",0.3,"B",26.1,NA,7.9,26,7.7,NA
"623","CKM1997031906",0.6,"B",23.2,NA,8.1,28,8.3,NA
"624","CKM1997032001",0.5,"B",22.2,NA,7.7,15,10.2,NA
"625","CKM1997032002",0.8,"B",21.3,NA,7.6,4,7.2,NA
"626","CKM1997032003",0.5,"B",21.4,NA,7.7,1,7.7,NA
"627","CKM1997032004",0.6,"B",21.1,NA,7.8,0,6.8,NA
"628","CKM1997032401",0.2,"B",21,0.3,7.9,0.2,7.3,NA
"629","CKM1997032402",0.6,"B",21.1,12.4,7.9,7.2,6.6,NA
"630","CKM1997032403",0.5,"B",20.7,4.7,8,2.6,7.2,NA
"631","CKM1997032404",0.5,"B",20.8,0.8,7.8,0.4,6.4,NA
"632","CKM1997032405",0.6,"B",21.5,7.1,7.9,4,7.1,NA
"633","CKM1997033101",0.3,"B",23.1,40.1,7.8,25.6,7.6,NA
"634","CKM1997041501",0.4,"B",17.1,42.8,8.1,27.5,7.5,NA
"635","CKM1997041502",0.4,"B",17.5,41.3,8.1,26.6,7.9,NA
"636","CKM1997041503",0.3,"B",16.4,39.7,8.2,25.3,8.5,NA
"637","CKM1997041504",0.3,"B",18.3,37.9,8.2,24,8,NA
"638","CKM1997041505",0.3,"B",17.8,37.5,8.2,23.8,8.2,NA
"639","CKM1997041701",0.5,"B",21.5,44.2,8.3,28.6,8.6,NA
"640","CKM1997041702",0.6,"B",21.4,15.6,8.1,9.1,7.1,NA
"641","CKM1997041703",0.3,"B",22.6,1.6,8.1,0.9,7.4,NA
"642","CKM1997041704",0.6,"B",24.3,13.7,8.1,7.9,7.6,NA
"643","CKM1997042101",0.2,"B",20,40.4,8.5,25.9,7.6,NA
"644","CKM1997042101",2.1,"B",19.9,40.4,8.5,25.9,7.5,NA
"645","CKM1997042102",0.2,"B",20.3,41.1,8.6,26.3,8,NA
"646","CKM1997042102",2.5,"B",20.3,41.3,8.6,26.5,7.9,NA
"647","CKM1997042103",0.2,"B",20.1,46.4,8.6,30.1,7.4,NA
"648","CKM1997042103",3.7,"B",20,46.4,8.6,30.1,7.3,NA
"649","CKM1997042201",0.5,"B",21.5,39.8,8.4,25.4,6.6,NA
"650","CKM1997042202",0.4,"B",21.8,36.8,8.2,23.4,5.9,NA
"651","CKM1997042203",0.3,"B",22,39.4,8.5,25.1,7.7,NA
"652","CKM1997042204",0.4,"B",22.2,44,8.6,28.4,7.9,NA
"653","CKM1997042205",0.3,"B",23,29.5,8.6,18.2,7.6,NA
"654","CKM1997042206",0.4,"B",22.4,35.5,8.7,22.4,8.2,NA
"655","CKM1997042301",0.6,"B",22.5,42,8.5,27,6.8,NA
"656","CKM1997042302",0.5,"B",22.7,43.8,8.6,28.3,6.3,NA
"657","CKM1997042401",0.3,"B",20.1,37.9,8.2,24,6.6,NA
"658","CKM1997042402",0.6,"B",20.2,18.9,8,11.2,7.8,NA
"659","CKM1997042403",0.3,"B",20.6,38,8,24.2,7.4,NA
"660","CKM1997042404",0.5,"B",21.6,44.1,8.5,28.5,7.1,NA
"661","CKM1997042405",0.3,"B",21.7,4.4,7.8,2.4,7.3,NA
"662","CKM1997042406",0.5,"B",22,17.2,8.8,10.7,8.5,NA
"663","CKM1997042407",0.8,"B",23,14,7.6,8.1,7.9,NA
"664","CKM1997042408",0.6,"B",22.2,25.3,8.8,15.4,9.3,NA
"665","CKM1997042409",0.9,"B",23,41.5,8.7,29.7,8.6,NA
"666","CKM1997042501",0.6,"B",21.7,3.9,8.3,2.2,6.7,NA
"667","CKM1997042502",0.6,"B",23.2,16.1,8.5,9.4,6.9,NA
"668","CKM1997042503",0.9,"B",23.8,1.8,8.5,1,7,NA
"669","CKM1997042901",0.3,"B",22.4,47.6,8.6,31.1,6.6,NA
"670","CKM1997042902",0.3,"B",22.8,48.4,8.6,31.6,6.5,NA
"671","CKM1997042903",0.2,"B",22.6,46.6,8.6,30.3,6.3,NA
"672","CKM1997042903",1.6,"B",22.5,46.7,8.6,30.4,6,NA
"673","CKM1997042904",0.2,"B",23.1,45.9,8.6,29.8,6.4,NA
"674","CKM1997042904",4.5,"B",22.1,47.4,8.6,30.9,5.7,NA
"675","CKM1997043001",0.9,"B",21.5,8.4,8.4,4.7,6.6,NA
"676","CKM1997043002",0.2,"B",22.9,36.8,8.7,23.3,7.4,NA
"677","CKM1997043002",3,"B",22.4,41.2,8.7,26.4,6.6,NA
"678","CKM1997043003",0.2,"B",23.4,44.8,8.7,29,6.7,NA
"679","CKM1997043003",6,"B",22.4,48.2,8.7,31.6,6.3,NA
"680","CKM1997043004",0.2,"B",23.1,36.6,8.8,23.6,7.3,NA
"681","CKM1997043004",2.8,"B",22.8,42.3,8.5,27.6,5,NA
"682","CKM1997043005",0.6,"B",23.1,28.2,8.7,17.1,7.5,NA
"683","CKM1997043006",0.5,"B",23.2,22.7,8.8,12.4,7.9,NA
"684","CKM1997043007",0.2,"B",25.6,10.1,8.7,5.6,7.3,NA
"685","CKM1997043007",2.3,"B",22.7,33.1,8.6,20.6,6,NA
"686","CKM1997043008",0.2,"B",25.6,14.8,8.8,4.9,8.4,NA
"687","CKM1997043008",2.6,"B",22.7,31.5,8.5,19.6,4.2,NA
"688","CKM1997050501",0.3,"B",21.2,41,8.7,26.3,6.4,NA
"689","CKM1997050502",0.3,"B",21,45.7,8.7,29.6,7.3,NA
"690","CKM1997050503",0.5,"B",22.2,45.9,8.7,29.9,6.7,NA
"691","CKM1997050504",0.2,"B",22.9,47.5,8.7,31,6.5,NA
"692","CKM1997050504",5,"B",33.3,49.2,8.7,32.2,6,NA
"693","CKM1997050505",0.2,"B",22.9,42.9,8.8,27.7,6.9,NA
"694","CKM1997050505",6,"B",23.3,48.6,8.7,31.8,6.1,NA
"695","CKM1997050506",0.2,"B",23.2,44,8.8,28.5,6.8,NA
"696","CKM1997050506",6.9,"B",23.6,50.9,8.7,33.5,5.8,NA
"697","CKM1997050507",0.2,"B",23.6,48.7,8.8,31.9,6.6,NA
"698","CKM1997050507",6,"B",23.3,50.7,8.8,33.3,6.2,NA
"699","CKM1997050508",0.2,"B",23.8,43.9,8.8,28.4,7.2,NA
"700","CKM1997050508",5.2,"B",23.4,49.6,8.8,32.5,6.4,NA
"701","CKM1997050509",0.2,"B",24.7,49.3,8.7,32.3,6.5,NA
"702","CKM1997050509",4,"B",23.9,49.9,8.8,32.8,6.4,NA
"703","CKM1997050510",0.2,"B",23.4,45.8,8.8,29.7,7.1,NA
"704","CKM1997050510",2.5,"B",23.3,45.9,8.9,29.8,7,NA
"705","CKM1997050511",0.2,"B",23.8,45.5,8.9,29.5,8.3,NA
"706","CKM1997050511",4.5,"B",24.1,46.5,8.9,30.2,8,NA
"707","CKM1997050512",0.2,"B",24.1,42.9,8.8,26.9,8.3,NA
